Incident ID;Agency;Offense;Street;City;State;Longitude;Latitude;Forcible;maps;Date of Report;Hour of Report;Date of Occurence;Hour of Occurence;Date Found;Hour Found;Apartment;Zipcode;Reported As;Premise Description;Victim Age;Weapon Description;Victim Race;Victim Gender 
138936;CHPD;B&E    LARCENY F/VEHICLE;1 EUROPA DR;CHAPEL HILL;NC;-79.01736105;35.94125513;Y;35.94125513, -79.01736105;2017-01-17;23:00:00;2017-01-17;16:30:00;2017-01-17;22:50:00;;27514;THEFT/LARCENY;PARKING LOT/AREA;39.0;PUNCTURING TOOL/DEVICE;W;M
138676;CHPD;LOUD MUSIC/PARTY;333 W ROSEMARY ST;CHAPEL HILL;NC;-79.06166507;35.91190558;N;35.91190558, -79.06166507;2017-01-12;22:56:00;2017-01-12;22:55:00;2017-01-12;22:56:00;;27516;DISTURBANCE/NUI;HOME OF OFFENDER - SINGLE FAMI;;NOT APPLICABLE/NONE;;
138579;CHPD;LARCENY-SHOPLIFTING;1801 FORDHAM BLVD;CHAPEL HILL;NC;-79.0127921;35.94782637;N;35.94782637, -79.0127921;2017-01-10;9:07:00;2017-01-09;15:22:00;2017-01-09;15:24:00;;27514;THEFT/LARCENY;OTHER RETAIL ESTABLISHMENT;;PERSONAL WEAPONS (HANDS  FEET;;
141762;CHPD;TRESPASSING;320 W FRANKLIN ST;CHAPEL HILL;NC;-79.06057439;35.91155218;N;35.91155218, -79.06057439;2017-03-17;5;2017-03-16;23:50:00;2017-03-17;5;;27516;;BAR/NIGHTCLUB/LOUNGE;;NOT APPLICABLE/NONE;;
141949;CHPD;DOMESTIC SIMPLE  ASSAULT;108 LOUIS ARMSTRONG CT;CHAPEL HILL;NC;-79.04646167;35.94676808;Y;35.94676808, -79.04646167;2017-03-20;20:13:00;2017-03-20;20:13:00;2017-03-20;20:13:00;B;27514;DOMESTIC DISTUR;HOME OF VICTIM - OTHER DWELLING;40.0;OTHER WEAPON;B;M
141948;CHPD;LARCENY FROM BUILDING;219 GREENE ST;CHAPEL HILL;NC;-79.05700768;35.92334685;N;35.92334685, -79.05700768;2017-03-20;18:14:00;2017-03-17;21:00:00;2017-03-17;23:00:00;;27516;ADMINISTRATIVE;OTHER RESIDENCE - SINGLE FAMILY DWELLING;21.0;PERSONAL WEAPONS (HANDS  FEET;W;F
141904;CHPD;ASSIST EMS;100 N COLUMBIA ST;CHAPEL HILL;NC;-79.0557251;35.9132309;N;35.9132309, -79.0557251;2017-03-20;20:00:00;2017-03-20;20:00:00;2017-03-20;20:00:00;;27514;LE ASSISTANCE;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;W;M
141903;CHPD;ALCOHOL VIOLATIONS;325 W ROSEMARY ST;CHAPEL HILL;NC;-79.06052437;35.91214663;;35.91214663, -79.06052437;2017-03-19;21:20:00;2017-03-19;21:20:00;2017-03-19;21:20:00;;27516;MISC OFFICER IN;PARKING LOT/AREA;;NOT APPLICABLE/NONE;;
141754;CHPD;SUSPICIOUS CONDITION;607 W FRANKLIN ST;CHAPEL HILL;NC;-79.06469912;35.90953257;;35.90953257, -79.06469912;2017-03-16;16:26:00;2017-03-16;16:26:00;2017-03-16;16:26:00;;27516;MISC OFFICER IN;SERVICE/GAS STATION;60.0;NOT APPLICABLE/NONE;B;F
141696;CHPD;VANDALISM / DAMAGE TO PROPERTY (WILLFUL);1611 E FRANKLIN ST;CHAPEL HILL;NC;-79.03046755;35.93462277;N;35.93462277, -79.03046755;2017-03-15;9:56:00;2017-03-15;9:56:00;2017-03-15;9:56:00;;27514;DAMAGE/VANDALIS;HIGHWAY/ROAD/STREET  ETC.;;UNKNOWN/NOT STATED;;
140278;CHPD;TRESPASSING;1129 WEAVER DAIRY RD;CHAPEL HILL;NC;-79.05479277;35.96218656;N;35.96218656, -79.05479277;2017-02-13;15:00:00;2017-02-13;14:30:00;2017-02-13;15:00:00;;27514;INFO MESSAGE;RESTAURANT;;NOT APPLICABLE/NONE;;
140280;CHPD;FOUND PROPERTY;123 W FRANKLIN ST;CHAPEL HILL;NC;-79.0570372;35.91163748;;35.91163748, -79.0570372;2017-02-13;13:54:00;2017-02-11;8:00:00;2017-02-11;9:00:00;;27516;THEFT/LARCENY;CONSTRUCTION SITE;;NOT APPLICABLE/NONE;;
141849;CHPD;TRESPASSING;179 E FRANKLIN ST;CHAPEL HILL;NC;-79.0532609;35.91454851;N;35.91454851, -79.0532609;2017-03-18;11:22:00;2017-03-18;11:22:00;2017-03-18;11:22:00;;27514;MISC OFFICER IN;GOVERNMENT/PUBLIC BUILDING;;NOT APPLICABLE/NONE;;
141856;CHPD;ASSIST OTHER AGENCY;128 JOHNSON ST;CHAPEL HILL;NC;-79.06875038;35.90517919;N;35.90517919, -79.06875038;2017-03-18;12:52:00;2017-03-18;12:52:00;2017-03-18;12:52:00;2;27516;CARDIAC RESP AR;HOME OF VICTIM - SINGLE FAMILY;82.0;NOT APPLICABLE/NONE;B;M
141828;CHPD;DAMAGE TO PROPERTY;803 WOODLAND AVE;CHAPEL HILL;NC;-79.05948563;35.90039657;N;35.90039657, -79.05948563;2017-03-17;18:42:00;2017-03-12;18:42:00;2017-03-17;18:42:00;;27516;TRAFFIC/TRANSPO;PARKING LOT/AREA;22.0;NOT APPLICABLE/NONE;W;M
141758;CHPD;SUSPICIOUS CONDITION;104 CREST DR;CHAPEL HILL;NC;-79.06463388;35.90676241;;35.90676241, -79.06463388;2017-03-16;17:00:00;2017-03-15;22:00:00;2017-03-16;9:00:00;;27516;;HOME OF VICTIM - SINGLE FAMILY;60.0;NOT APPLICABLE/NONE;B;F
141611;CHPD;ALARM;450 S ELLIOTT RD;CHAPEL HILL;NC;-79.02534306;35.93213079;;35.93213079, -79.02534306;2017-03-13;5:23:00;2017-03-13;5:23:00;2017-03-13;5:23:00;;27514;ALARMS;RESTAURANT;;NOT APPLICABLE/NONE;;
141637;CHPD;DOMESTIC DISTURBANCE/NO ASSAULT;750 N COLUMBIA ST;CHAPEL HILL;NC;-79.05806732;35.92109365;N;35.92109365, -79.05806732;2017-03-13;23:15:00;2017-03-13;21:00:00;2017-03-13;23:15:00;B;27516;HARASSMENT/STAL;HOME OF VICTIM - OTHER DWELLING;34.0;NOT APPLICABLE/NONE;A;F
141604;CHPD;LARCENY FROM BUISNESS;122 E FRANKLIN ST;CHAPEL HILL;NC;-79.05482839;35.91323996;N;35.91323996, -79.05482839;2017-03-12;19:45:00;2017-03-12;19:45:00;2017-03-12;19:45:00;;27514;MISC OFFICER IN;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
141516;CHPD;FUNERAL ESCORT;124 N MERRITT MILL RD;CARRBORO;;-79.06444597;35.9079585;N;35.9079585, -79.06444597;2017-03-11;9:11:00;2017-03-11;9:11:00;2017-03-11;9:11:00;;;ESCORT;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
141322;CHPD;SPEED SATURATION;1493 MARTIN LUTHER KING JR BLVD at NEW STATESIDE;CHAPEL HILL;NC;-79.05796814;35.95519638;N;35.95519638, -79.05796814;2017-03-07;15:33:00;2017-03-07;13:30:00;2017-03-07;13:30:00;;27516;TRAFFIC VIOLATI;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
142097;CHPD;LARCENY OF MOTORCYCLE / MOPED;213 N ROBERSON ST;CHAPEL HILL;NC;-79.06444148;35.91254422;N;35.91254422, -79.06444148;2017-03-24;10:45:00;2017-03-24;2:00:00;2017-03-24;9:45:00;;27516;THEFT/LARCENY;OTHER RESIDENCE - OTHER DWELLING;19.0;NOT APPLICABLE/NONE;W;F
142239;CHPD;DISCHARGING FIREARM;XX XX;CHAPEL HILL;NC;;;N;;2017-03-27;19:20:00;2017-03-27;19:20:00;2017-03-27;19:20:00;;27514;WEAPON/FIREARMS;HOME OF VICTIM - OTHER DWELLING;;SHOTGUN;;
139581;CHPD;RIDE ALONG;828 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;-79.05292697;35.92695367;;35.92695367, -79.05292697;2017-01-31;18:38:00;2017-01-31;7:30:00;2017-01-31;17:51:00;;27514;INFO MESSAGE;GOVERNMENT/PUBLIC BUILDING;;NOT APPLICABLE/NONE;;
139332;CHPD;DISTURBING THE PEACE;101 E ROSEMARY ST;CHAPEL HILL;NC;-79.05614459;35.91428109;;35.91428109, -79.05614459;2017-01-27;3:11:00;2017-01-27;3:11:00;2017-01-27;3:11:00;;27514;DISTURBANCE/NUI;PARKING LOT/AREA;;NOT APPLICABLE/NONE;;
139191;CHPD;FAILURE TO APPEAR;5623 FORDHAM BLVD;DURHAM;NC;-79.0002602;35.94946207;N;35.94946207, -79.0002602;2017-01-23;22:12:00;2017-01-23;22:12:00;2017-01-23;22:12:00;;27514;MISC OFFICER IN;HOTEL/MOTEL;;NOT APPLICABLE/NONE;;
139162;CHPD;B&E RESIDENCE-FORCE;204 STANCELL DR;CHAPEL HILL;NC;-79.00116986;35.90255816;Y;35.90255816, -79.00116986;2017-01-23;12:37:00;2017-01-11;15:00:00;2017-01-23;12:35:00;;27517;BURGLARY/HOME I;HOME OF VICTIM - SINGLE FAMILY;29.0;PERSONAL WEAPONS (HANDS  FEET;W;F
139114;CHPD;LOUD MUSIC/PARTY;404 LINDSAY ST;CHAPEL HILL;NC;-79.06223465;35.91390865;N;35.91390865, -79.06223465;2017-01-22;2:33:00;2017-01-22;2:33:00;2017-01-22;2:33:00;;27516;DISTURBANCE/NUI;HOME OF OFFENDER - SINGLE FAMI;;NOT APPLICABLE/NONE;;
141187;CHPD;TRESPASSING;1909 S LAKESHORE DR;CHAPEL HILL;NC;-79.03611549;35.94297386;;35.94297386, -79.03611549;2017-03-04;12:17:00;2017-03-03;12:01:00;2017-03-04;12:00:00;;27514;DAMAGE/VANDALIS;HOME OF VICTIM - SINGLE FAMILY;55.0;NOT APPLICABLE/NONE;W;M
141170;CHPD;DOMESTIC SIMPLE  ASSAULT;700 BOLINWOOD DR;CHAPEL HILL;NC;-79.0512077;35.92558576;Y;35.92558576, -79.0512077;2017-03-03;23:21:00;2017-03-03;23:21:00;2017-03-03;23:21:00;36B;27514;DOMESTIC DISTUR;HOME OF VICTIM - SINGLE FAMILY;;PERSONAL WEAPONS (HANDS  FEET;W;M
141143;CHPD;TRESPASSING;100 W ROSEMARY ST;CHAPEL HILL;NC;-79.05665128;35.91419305;;35.91419305, -79.05665128;2017-03-03;12:15:00;2017-03-03;12:05:00;2017-03-03;12:05:00;;27516;911 HANGUP;OTHER NON-RESIDENTIAL BUILDING;;NOT APPLICABLE/NONE;;
141078;CHPD;K-9 SNIFF;1510 E FRANKLIN ST;CHAPEL HILL;NC;-79.03317236;35.93074168;;35.93074168, -79.03317236;2017-03-02;2:37:00;2017-03-02;2:09:00;2017-03-02;2:09:00;;27514;TRAFFIC STOP;HIGHWAY/ROAD/STREET  ETC.;;UNKNOWN/NOT STATED;;
141033;CHPD;DISTURBING THE PEACE;167 E FRANKLIN ST;CHAPEL HILL;NC;-79.05358672;35.91426303;N;35.91426303, -79.05358672;2017-03-01;9:34:00;2017-03-01;9:30:00;2017-03-01;9:31:00;;27514;DISTURBANCE/NUI;CONVENIENCE STORE;;NOT APPLICABLE/NONE;;
140927;CHPD;B&E RESIDENCE NO FORCE;506 CRAIG ST;CHAPEL HILL;NC;-79.06481084;35.91548115;N;35.91548115, -79.06481084;2017-02-26;13:45:00;2017-02-25;20:00:00;2017-02-26;7:30:00;A;27516;BURGLARY/HOME I;HOME OF VICTIM - OTHER DWELLING;34.0;NOT APPLICABLE/NONE;B;F
140834;CHPD;ASSIST EMS;FORDHAM BLVD at S ESTES DR;CHAPEL HILL;NC;-79.02431488;35.93040085;N;35.93040085, -79.02431488;2017-02-25;3:05:00;2017-02-25;3:05:00;2017-02-25;3:05:00;;27514;PUBLIC SERVICE;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;W;F
140896;CHPD;LOUD MUSIC/PARTY;602 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;-79.05302144;35.91803312;N;35.91803312, -79.05302144;2017-02-25;22:54:00;2017-02-25;22:54:00;2017-02-25;22:54:00;;27514;DISTURBANCE/NUI;HOME OF OFFENDER - OTHER DWELL;;NOT APPLICABLE/NONE;;
140750;CHPD;SOLICITING WITHOUT A PERMIT;1 TIMBERLYNE RD;CHAPEL HILL;NC;-79.04723549;35.96363644;N;35.96363644, -79.04723549;2017-02-23;15:31:00;2017-02-23;15:25:00;2017-02-23;15:26:00;;27514;DISTURBANCE/NUI;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
141342;CHPD;COMMUNITY OUTREACH;327 FORBUSH MOUNTAIN DR;CHAPEL HILL;NC;-79.04747872;35.94910415;N;35.94910415, -79.04747872;2017-02-23;20:30:00;2017-02-23;18:30:00;2017-02-23;20:15:00;;27514;INFO MESSAGE;OTHER RESIDENCE - SINGLE FAMILY DWELLING;;NOT APPLICABLE/NONE;;
140722;CHPD;LARCENY- ALL OTHER;138 E FRANKLIN ST;CHAPEL HILL;NC;-79.05436193;35.91350565;;35.91350565, -79.05436193;2017-02-22;21:50:00;2017-02-22;21:50:00;2017-02-22;21:50:00;;27514;THEFT/LARCENY;RESTAURANT;22.0;NOT APPLICABLE/NONE;W;F
140684;CHPD;TRESPASSING;122 E FRANKLIN ST;CHAPEL HILL;NC;-79.05482839;35.91323996;N;35.91323996, -79.05482839;2017-02-22;3:26:00;2017-02-22;3:26:00;2017-02-22;3:26:00;;27514;TRESPASSING/UNW;RESTAURANT;;NOT APPLICABLE/NONE;;
140704;CHPD;COMMUNITY OUTREACH;603 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;-79.05802042;35.91853694;;35.91853694, -79.05802042;2017-02-22;12:52:00;2017-02-22;12:52:00;2017-02-22;12:52:00;;27516;MISC OFFICER IN;OTHER RESIDENCE - OTHER DWELLING;;NOT APPLICABLE/NONE;;
140080;CHPD;FUNERAL ESCORT;112 S GRAHAM ST;CHAPEL HILL;NC;-79.0641245;35.90918449;;35.90918449, -79.0641245;2017-02-10;14:35:00;2017-02-10;14:35:00;2017-02-10;14:35:00;;27516;ESCORT;CHURCH/SYNAGOGUE/TEMPLE;;NOT APPLICABLE/NONE;;
140014;CHPD;FORGERY- USING/UTTERING;1717 LEGION RD;CHAPEL HILL;NC;-79.01648403;35.94069951;N;35.94069951, -79.01648403;2017-02-09;12:39:00;2016-12-14;12:39:00;2016-12-21;12:39:00;;27517;FRAUD OR DECEPT;COMMERCIAL/OFFICE BUILDING;;NOT APPLICABLE/NONE;;
139935;CHPD;LARCENY- ALL OTHER;1722 LEGION RD at JACKIE ROBINSON ST;CHAPEL HILL;NC;-79.01491679;35.94062933;N;35.94062933, -79.01491679;2017-02-07;12:50:00;2017-02-07;8:00:00;2017-02-07;11:00:00;;27517;THEFT/LARCENY;HIGHWAY/ROAD/STREET  ETC.;;UNKNOWN/NOT STATED;;
139890;CHPD;HARASSMENT;419 W FRANKLIN ST;CHAPEL HILL;NC;-79.0619378;35.9103537;N;35.9103537, -79.0619378;2017-02-06;17:39:00;2017-02-05;18:30:00;2017-02-06;17:00:00;;27516;HARASSMENT/STAL;RESTAURANT;54.0;NOT APPLICABLE/NONE;W;M
139868;CHPD;COMMUNITY OUTREACH;350 CALDWELL ST;CHAPEL HILL;NC;-79.06343056;35.91678633;N;35.91678633, -79.06343056;2017-02-06;11:00:00;2017-02-06;9:30:00;2017-02-06;9:30:00;;27516;MISC OFFICER IN;SCHOOL/COLLEGE;;NOT APPLICABLE/NONE;;
139815;CHPD;DOMESTIC DISTURBANCE/NO ASSAULT;529 HILLSBOROUGH ST;CHAPEL HILL;NC;-79.05304438;35.92254619;N;35.92254619, -79.05304438;2017-02-04;12:37:00;2017-02-04;12:25:00;2017-02-04;12:30:00;H1;27514;DOMESTIC DISTUR;HOME OF VICTIM - OTHER DWELLING;32.0;NOT APPLICABLE/NONE;U;M
139762;CHPD;SUSPICIOUS CONDITION;1919 FOUNTAIN RIDGE RD;CHAPEL HILL;NC;-79.00560168;35.9368624;N;35.9368624, -79.00560168;2017-02-03;2:17:00;2017-02-03;2:17:00;2017-02-03;2:17:00;;27517;ALARMS;HOME OF VICTIM - SINGLE FAMILY;;UNKNOWN/NOT STATED;;
139728;CHPD;B&E    LARCENY F/VEHICLE;101 MILL RUN DR;CHAPEL HILL;NC;-79.05001961;35.9226434;N;35.9226434, -79.05001961;2017-02-02;16:26:00;2017-02-01;23:30:00;2017-02-02;16:00:00;;27514;THEFT/LARCENY;HOME OF VICTIM - SINGLE FAMILY;33.0;PERSONAL WEAPONS (HANDS  FEET;W;F
139628;CHPD;FUNERAL ESCORT;940 CARMICHAEL ST;CHAPEL HILL;NC;-79.03203132;35.90455513;;35.90455513, -79.03203132;2017-02-01;14:10:00;2017-02-01;14:10:00;2017-02-01;14:10:00;;27514;ESCORT;CHURCH/SYNAGOGUE/TEMPLE;;NOT APPLICABLE/NONE;;
139613;CHPD;B&E    LARCENY F/VEHICLE;300 WESLEY DR;CHAPEL HILL;NC;-79.05966767;35.92490784;N;35.92490784, -79.05966767;2017-02-01;9:01:00;2017-01-31;21:01:00;2017-02-01;9:01:00;;27516;THEFT/LARCENY;HOME OF VICTIM - SINGLE FAMILY;32.0;PERSONAL WEAPONS (HANDS  FEET;W;M
139512;CHPD;HARASSMENT;1412 ARBORGATE CIR;CHAPEL HILL;NC;-79.01163287;35.94968808;N;35.94968808, -79.01163287;2017-01-29;22:42:00;2017-01-29;22:42:00;2017-01-29;22:42:00;;27514;DOMESTIC DISTUR;PARKING LOT/AREA;52.0;NOT APPLICABLE/NONE;B;F
139398;CHPD;B&E VEH (ATT LAR F/VEH);242 SEVERIN ST;CHAPEL HILL;NC;-79.06122501;35.92759674;N;35.92759674, -79.06122501;2017-01-28;8:30:00;2017-01-27;17:30:00;2017-01-28;7:51:00;;27516;THEFT/LARCENY;HOME OF VICTIM - SINGLE FAMILY;38.0;NOT APPLICABLE/NONE;W;F
139364;CHPD;IDENTITY THEFT;114 SPRINGDALE WAY;CHAPEL HILL;NC;-79.00480626;35.91606276;N;35.91606276, -79.00480626;2017-01-27;16:00:00;2017-01-15;16:00:00;2017-01-15;16:00:00;;27517;FRAUD OR DECEPT;HOME OF VICTIM - SINGLE FAMILY;53.0;NOT APPLICABLE/NONE;W;F
139362;CHPD;HARASSMENT;108 EPHESUS CHURCH RD;CHAPEL HILL;NC;-79.0214102;35.93490408;;35.93490408, -79.0214102;2017-01-27;14:50:00;2017-01-27;14:50:00;2017-01-27;14:50:00;;27517;HARASSMENT/STAL;OTHER RESIDENCE - OTHER DWELLING;28.0;UNKNOWN/NOT STATED;W;F
139284;CHPD;SUSPICIOUS VEHICLE;100 MARRIOTT WAY;CHAPEL HILL;NC;-79.01013391;35.90172178;;35.90172178, -79.01013391;2017-01-25;19:45:00;2017-01-25;19:44:00;2017-01-25;19:45:00;;27517;PUBLIC SERVICE;PARKING LOT/AREA;;NOT APPLICABLE/NONE;;
139288;CHPD;DRIVING WHILE IMPAIRED;FORDHAM-RALEIGH RD EXIT at RALEIGH RD;CHAPEL HILL;NC;-79.02893829;35.90593338;;35.90593338, -79.02893829;2017-01-25;22:55:00;2017-01-25;22:55:00;2017-01-25;22:55:00;;27517;TRAFFIC STOP;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
139266;CHPD;LARCENY-SHOPLIFTING;133 E FRANKLIN ST;CHAPEL HILL;NC;-79.05469936;35.91381703;N;35.91381703, -79.05469936;2017-01-25;14:37:00;2017-01-25;14:37:00;2017-01-25;14:37:00;;27514;THEFT/LARCENY;OTHER RETAIL ESTABLISHMENT;;PERSONAL WEAPONS (HANDS  FEET;;
139111;CHPD;LOUD MUSIC/PARTY;54 DAVIE CIRCLE;CHAPEL HILL;NC;-79.03736745;35.91986498;N;35.91986498, -79.03736745;2017-01-21;22:57:00;2017-01-21;22:57:00;2017-01-21;22:57:00;A;27516;DISTURBANCE/NUI;HOME OF OFFENDER - OTHER DWELL;;NOT APPLICABLE/NONE;;
139614;CHPD;SOLICITING COMPLAINTS;604 BROOKVIEW DR;CHAPEL HILL;NC;-79.03587012;35.95224182;;35.95224182, -79.03587012;2017-02-01;10:02:00;2017-02-01;10:02:00;2017-02-01;10:02:00;;27514;SUSPICIOUS/WANT;HOME OF VICTIM - SINGLE FAMILY;88.0;UNKNOWN/NOT STATED;W;F
139648;CHPD;LOUD MUSIC/PARTY;602 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;-79.05302144;35.91803312;;35.91803312, -79.05302144;2017-02-01;21:33:00;2017-02-01;21:33:00;2017-02-01;21:33:00;221;27514;DISTURBANCE/NUI;HOME OF OFFENDER - OTHER DWELL;;NOT APPLICABLE/NONE;;
139543;CHPD;VANDALISM / DAMAGE TO PROPERTY (WILLFUL);US 15 501 S at FORDHAM BLVD;CHAPEL HILL;NC;-79.05754852;35.893638609999996;N;35.89363861, -79.05754852;2017-01-30;18:49:00;2017-01-30;18:29:00;2017-01-30;18:49:00;;27517;DAMAGE/VANDALIS;HIGHWAY/ROAD/STREET  ETC.;26.0;GAS/AIR POWERED GUN (BB  PELLET  ETC.);W;F
139434;CHPD;TRAFFIC COMPLAINT;2414 HONEYSUCKLE RD at BOOKER CREEK RD;CHAPEL HILL;NC;-79.02690887;35.95252228;N;35.95252228, -79.02690887;2017-01-28;19:33:00;2017-01-28;19:33:00;2017-01-28;19:33:00;;27514;TRAFFIC STOP;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
139420;CHPD;DRIVER EDUCATION;500 WEAVER DAIRY RD;CHAPEL HILL;NC;-79.02856645;35.96062746;N;35.96062746, -79.02856645;2017-01-28;11:53:00;2017-01-28;11:53:00;2017-01-28;11:53:00;;27514;MISC OFFICER IN;SCHOOL/COLLEGE;;NOT APPLICABLE/NONE;;
139357;CHPD;B&E RESIDENCE-FORCE;415 HIGHVIEW DR;CHAPEL HILL;NC;-79.00378789;35.93447705;Y;35.93447705, -79.00378789;2017-01-27;11:58:00;2017-01-27;11:50:00;2017-01-27;11:55:00;;27517;SUSPICIOUS/WANT;HOME OF VICTIM - SINGLE FAMILY;32.0;PERSONAL WEAPONS (HANDS  FEET;W;M
139299;CHPD;WELLNESS CHECK;1002 WILLOW DR;CHAPEL HILL;NC;-79.02894225;35.9301109;N;35.9301109, -79.02894225;2017-01-26;11:30:00;2017-01-26;11:30:00;2017-01-26;11:30:00;58;27514;PUBLIC SERVICE;HOME OF VICTIM - OTHER DWELLING;;NOT APPLICABLE/NONE;W;M
139319;CHPD;ASSIST EMS;110 W FRANKLIN ST;CHAPEL HILL;NC;-79.05659787;35.91327701;;35.91327701, -79.05659787;2017-01-26;19:31:00;2017-01-26;19:30:00;2017-01-26;19:31:00;;27516;INDECENCY/LEWDN;RESTAURANT;;NOT APPLICABLE/NONE;B;M
139276;CHPD;INVOLUNTARY COMMITMENT-NON CRIMINAL DETAINMENT;XX XX;CHAPEL HILL;NC;;;;;2017-01-25;17:59:00;2017-01-25;16:51:00;2017-01-25;16:55:00;;27516;MISC OFFICER IN;HOME OF VICTIM - OTHER DWELLING;;NOT APPLICABLE/NONE;B;F
139204;CHPD;THREATENING PHONE CALLS;102 GREENWOOD LN;CHAPEL HILL;NC;-79.03094264;35.91830623;N;35.91830623, -79.03094264;2017-01-24;9:25:00;2017-01-23;19:30:00;2017-01-23;20:00:00;;27514;HARASSMENT/STAL;HOME OF VICTIM - SINGLE FAMILY;59.0;NOT APPLICABLE/NONE;W;F
139235;CHPD;STALKING;716 MARKET ST;CHAPEL HILL;NC;-79.06596359;35.8801391;N;35.8801391, -79.06596359;2017-01-24;17:16:00;2017-01-24;17:16:00;2017-01-24;17:16:00;202;27516;HARASSMENT/STAL;HOME OF VICTIM - OTHER DWELLING;43.0;NOT APPLICABLE/NONE;W;F
139183;CHPD;COMMUNICATING THREATS -INTIMIDATION  NON PHYSICAL THREAT;7 SHEPHERD LN;CHAPEL HILL;NC;-79.03169689;35.92487813;N;35.92487813, -79.03169689;2017-01-23;17:59:00;2017-01-23;17:20:00;2017-01-23;17:59:00;D7;27514;HARASSMENT/STAL;HOME OF VICTIM - OTHER DWELLING;46.0;NOT APPLICABLE/NONE;B;M
141968;CHPD;ALCOHOL VIOLATIONS;1860 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;-79.05878526;35.96665966;;35.96665966, -79.05878526;2017-03-21;10:30:00;2017-03-21;10:25:00;2017-03-21;10:30:00;;27514;MISC OFFICER IN;SERVICE/GAS STATION;;NOT APPLICABLE/NONE;;
141941;CHPD;B&E VEH (ATT LAR F/VEH);12 DAVIE CIR;CHAPEL HILL;NC;-79.03781994;35.91785875;N;35.91785875, -79.03781994;2017-03-20;16:45:00;2017-03-17;18:00:00;2017-03-18;12:00:00;;27514;THEFT/LARCENY;HIGHWAY/ROAD/STREET  ETC.;82.0;NOT APPLICABLE/NONE;W;F
140262;CHPD;MISSING JUVENILE;416 KNOLLS ST;CHAPEL HILL;NC;-79.06610901;35.90596305;Y;35.90596305, -79.06610901;2017-02-13;5:30:00;2017-02-12;7:00:00;2017-02-12;22:00:00;;27516;MISSING/RUNAWAY;HOME OF VICTIM - OTHER DWELLING;;NOT APPLICABLE/NONE;B;M
140201;CHPD;ASSIST EMS;800 MARTIN LUTHER KING JR BLVD at UMSTEAD DR;CHAPEL HILL;NC;-79.05353787;35.92538765;N;35.92538765, -79.05353787;2017-02-12;1:52:00;2015-02-12;1:50:00;2017-02-12;1:52:00;;27514;MVC W INJURY;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;W;M
140173;CHPD;B&E RESIDENCE NO FORCE;107 OLD MARKHAM PL;CHAPEL HILL;NC;-79.01960203;35.96021367;N;35.96021367, -79.01960203;2017-02-11;15:40:00;2017-02-11;15:35:00;2017-02-11;15:40:00;;27514;BURGLARY/HOME I;HOME OF VICTIM - SINGLE FAMILY;34.0;NOT APPLICABLE/NONE;A;F
140092;CHPD;LARCENY- ALL OTHER;1800 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;-79.05864534;35.96828728;N;35.96828728, -79.05864534;2017-02-10;15:54:00;2017-02-10;14:30:00;2017-02-10;15:54:00;;27514;THEFT/LARCENY;GROCERY/SUPERMARKET;;NOT APPLICABLE/NONE;W;F
140004;CHPD;ALARM;209 WEAVER MINE TRL;CHAPEL HILL;NC;-79.01139254;35.90880387;N;35.90880387, -79.01139254;2017-02-09;8:30:00;2017-02-09;8:30:00;2017-02-09;8:30:00;;27517;ALARMS;OTHER RESIDENCE - SINGLE FAMILY DWELLING;;NOT APPLICABLE/NONE;;
139983;CHPD;FIGHTING/ AFFRAY;500 WEAVER DAIRY RD;CHAPEL HILL;NC;-79.02856645;35.96062746;Y;35.96062746, -79.02856645;2017-02-08;10:37:00;2016-02-07;15:55:00;2017-02-07;15:56:00;;27514;MISC OFFICER IN;SCHOOL/COLLEGE;18.0;PERSONAL WEAPONS (HANDS  FEET;B;M
139760;CHPD;INFORMATION;104 ELMWOOD CIR;CHAPEL HILL;NC;-79.02089994;35.94897165;N;35.94897165, -79.02089994;2017-02-03;1:36:00;2017-02-03;1:36:00;2017-02-03;1:36:00;;27514;SUSPICIOUS/WANT;HOME OF VICTIM - OTHER DWELLING;63.0;NOT APPLICABLE/NONE;W;M
